Date,Year,Model,Region,Country,Channel,Quantity Sold,Revenue,Revenue Per Unit
2021-04-26,2021,BMW Z4,Asia,Thailand,Dealership,3,71813.0,23937.67
2021-04-26,2021,BMW 3 Series,Africa,South Africa,Wholesale,2,78522.0,39261.0
2021-04-26,2021,BMW 8 Series,South America,Brazil,Wholesale,5,76580.0,15316.0
2021-04-26,2021,BMW iX,Asia,Japan,Dealership,2,85541.0,42770.5
2021-04-26,2021,BMW M2,North America,Mexico,Dealership,3,58370.0,19456.67
2021-04-26,2021,BMW X5,Europe,Italy,Online,4,42651.0,10662.75
2021-04-26,2021,BMW i4,Asia,China,Dealership,2,70068.0,35034.0
2021-04-27,2021,BMW M4,Asia,China,Wholesale,3,49637.0,16545.67
2021-04-27,2021,BMW X4,South America,Argentina,Online,5,67548.0,13509.6
2021-04-27,2021,BMW X1,Europe,France,Online,2,33868.0,16934.0
2021-04-27,2021,BMW X5,South America,Chile,Wholesale,4,43225.0,10806.25
2021-04-28,2021,BMW iX,South America,Chile,Online,1,113956.0,113956.0
2021-04-28,2021,BMW X6,North America,United States,Dealership,5,70275.0,14055.0
2021-04-28,2021,BMW i3,Africa,Morocco,Wholesale,2,108747.0,54373.5
2021-04-28,2021,BMW 2 Series,North America,United States,Wholesale,2,49513.0,24756.5
2021-04-29,2021,BMW X4,North America,Mexico,Online,2,110166.0,55083.0
2021-04-29,2021,BMW 6 Series,Europe,United Kingdom,Dealership,1,47821.0,47821.0
2021-04-29,2021,BMW i8,Africa,Kenya,Dealership,2,33514.0,16757.0
2021-04-29,2021,BMW X1,South America,Colombia,Dealership,3,31011.0,10337.0
2021-04-29,2021,BMW i4,North America,Canada,Wholesale,1,113994.0,113994.0
2021-04-29,2021,BMW X1,South America,Chile,Online,1,92970.0,92970.0
2021-04-29,2021,BMW M4,Asia,Japan,Dealership,3,43157.0,14385.67
2021-04-30,2021,BMW Z4,Asia,Japan,Dealership,1,40920.0,40920.0
2021-05-01,2021,BMW M8,North America,Mexico,Dealership,2,80528.0,40264.0
2021-05-01,2021,BMW X4,Europe,Spain,Wholesale,2,92293.0,46146.5
2021-05-01,2021,BMW M3,Europe,Italy,Wholesale,2,97345.0,48672.5
2021-05-02,2021,BMW 5 Series,Europe,France,Dealership,4,52507.0,13126.75
2021-05-02,2021,BMW X4,Africa,Nigeria,Wholesale,1,112320.0,112320.0
2021-05-03,2021,BMW 2 Series,Asia,China,Wholesale,2,61428.0,30714.0
2021-05-03,2021,BMW M4,Europe,Germany,Wholesale,4,95896.0,23974.0
2021-05-04,2021,BMW 4 Series,South America,Argentina,Dealership,5,50914.0,10182.8
2021-05-04,2021,BMW X1,Europe,France,Dealership,3,98498.0,32832.67
2021-05-04,2021,BMW 6 Series,Europe,Spain,Dealership,1,81362.0,81362.0
2021-05-04,2021,BMW 6 Series,South America,Chile,Wholesale,1,59948.0,59948.0
2021-05-04,2021,BMW X6,Europe,Italy,Online,3,35699.0,11899.67
2021-05-04,2021,BMW X2,Europe,Germany,Dealership,4,96036.0,24009.0
2021-05-04,2021,BMW i3,Asia,Japan,Wholesale,3,47275.0,15758.33
2021-05-05,2021,BMW M5,Asia,India,Wholesale,3,86632.0,28877.33
2021-05-05,2021,BMW 3 Series,Asia,South Korea,Dealership,3,46938.0,15646.0
2021-05-05,2021,BMW M3,South America,Peru,Online,5,119856.0,23971.2
2021-05-05,2021,BMW X7,Europe,France,Dealership,2,104712.0,52356.0
2021-05-06,2021,BMW M5,Europe,Italy,Wholesale,2,62456.0,31228.0
2021-05-07,2021,BMW M3,Asia,India,Online,1,88835.0,88835.0
2021-05-08,2021,BMW X4,Africa,Morocco,Wholesale,5,95210.0,19042.0
2021-05-08,2021,BMW 3 Series,South America,Peru,Online,3,93705.0,31235.0
2021-05-08,2021,BMW i3,Africa,Nigeria,Wholesale,3,80852.0,26950.67
2021-05-08,2021,BMW i3,South America,Peru,Wholesale,1,62380.0,62380.0
2021-05-08,2021,BMW i4,North America,Canada,Dealership,5,48462.0,9692.4
2021-05-10,2021,BMW 1 Series,Africa,Morocco,Wholesale,2,35202.0,17601.0
2021-05-10,2021,BMW 8 Series,Africa,South Africa,Wholesale,2,51443.0,25721.5
2021-05-10,2021,BMW M2,South America,Colombia,Dealership,4,107631.0,26907.75
2021-05-11,2021,BMW i4,South America,Argentina,Online,5,58080.0,11616.0
2021-05-11,2021,BMW i8,Africa,Egypt,Online,5,67487.0,13497.4
2021-05-11,2021,BMW iX,Europe,United Kingdom,Dealership,3,38434.0,12811.33
2021-05-11,2021,BMW 8 Series,South America,Colombia,Dealership,4,79966.0,19991.5
2021-05-12,2021,BMW i3,Africa,Kenya,Dealership,1,95997.0,95997.0
2021-05-12,2021,BMW iX3,Asia,India,Wholesale,5,99269.0,19853.8
2021-05-12,2021,BMW iX3,North America,United States,Online,2,57619.0,28809.5
2021-05-12,2021,BMW 8 Series,Europe,Spain,Dealership,5,68938.0,13787.6
2021-05-13,2021,BMW 7 Series,Europe,France,Dealership,2,87811.0,43905.5
2021-05-13,2021,BMW 8 Series,North America,Mexico,Online,1,39533.0,39533.0
2021-05-14,2021,BMW M3,South America,Argentina,Online,4,44155.0,11038.75
2021-05-14,2021,BMW X5,Europe,Spain,Wholesale,5,111658.0,22331.6
2021-05-14,2021,BMW iX,Africa,Nigeria,Online,4,92970.0,23242.5
2021-05-14,2021,BMW X1,Europe,United Kingdom,Online,1,104732.0,104732.0
2021-05-14,2021,BMW 1 Series,South America,Argentina,Online,2,49374.0,24687.0
2021-05-15,2021,BMW 1 Series,Asia,Japan,Dealership,5,113872.0,22774.4
2021-05-15,2021,BMW M5,North America,United States,Dealership,2,49715.0,24857.5
2021-05-16,2021,BMW i8,Africa,Kenya,Wholesale,4,52453.0,13113.25
2021-05-17,2021,BMW i4,Europe,Italy,Online,3,108183.0,36061.0
2021-05-17,2021,BMW 1 Series,Asia,Japan,Online,2,43583.0,21791.5
2021-05-17,2021,BMW Z4,Europe,Spain,Online,2,89596.0,44798.0
2021-05-18,2021,BMW i3,South America,Argentina,Dealership,4,56649.0,14162.25
2021-05-18,2021,BMW 6 Series,South America,Argentina,Dealership,4,41377.0,10344.25
2021-05-18,2021,BMW Z4,Europe,Italy,Online,5,54740.0,10948.0
2021-05-18,2021,BMW 6 Series,Asia,China,Wholesale,2,82635.0,41317.5
2021-05-18,2021,BMW M8,Asia,South Korea,Wholesale,5,116005.0,23201.0
2021-05-19,2021,BMW 6 Series,Europe,Italy,Online,2,79835.0,39917.5
2021-05-19,2021,BMW i3,South America,Argentina,Online,2,46631.0,23315.5
2021-05-19,2021,BMW M2,Africa,Morocco,Online,3,43979.0,14659.67
2021-05-20,2021,BMW X7,North America,United States,Wholesale,2,106629.0,53314.5
2021-05-20,2021,BMW iX3,South America,Peru,Online,1,54409.0,54409.0
2021-05-20,2021,BMW 6 Series,Africa,Kenya,Online,2,45847.0,22923.5
2021-05-20,2021,BMW 8 Series,Africa,Kenya,Wholesale,3,100160.0,33386.67
2021-05-21,2021,BMW i8,Asia,China,Wholesale,3,104681.0,34893.67
2021-05-21,2021,BMW iX,South America,Argentina,Online,3,86655.0,28885.0
2021-05-21,2021,BMW 8 Series,Asia,India,Online,1,97370.0,97370.0
2021-05-22,2021,BMW 6 Series,Europe,Germany,Online,4,118475.0,29618.75
2021-05-23,2021,BMW X6,Asia,Japan,Wholesale,5,71798.0,14359.6
2021-05-23,2021,BMW X4,North America,Canada,Dealership,3,95533.0,31844.33
2021-05-24,2021,BMW 8 Series,Europe,United Kingdom,Dealership,2,100291.0,50145.5
2021-05-24,2021,BMW 3 Series,Africa,South Africa,Dealership,4,101052.0,25263.0
2021-05-24,2021,BMW M8,Asia,Japan,Online,1,49887.0,49887.0
2021-05-24,2021,BMW 3 Series,Africa,Egypt,Wholesale,5,118958.0,23791.6
2021-05-25,2021,BMW M2,South America,Colombia,Wholesale,2,57268.0,28634.0
2021-05-25,2021,BMW 5 Series,Africa,Nigeria,Dealership,4,115913.0,28978.25
2021-05-25,2021,BMW X2,Asia,South Korea,Wholesale,4,104108.0,26027.0
2021-05-25,2021,BMW X4,Asia,South Korea,Dealership,3,43692.0,14564.0
2021-05-26,2021,BMW X4,Asia,Japan,Wholesale,2,44979.0,22489.5
2021-05-26,2021,BMW M4,Asia,South Korea,Online,2,36371.0,18185.5
2021-05-27,2021,BMW X1,Europe,United Kingdom,Dealership,5,94398.0,18879.6
2021-05-27,2021,BMW i3,South America,Peru,Wholesale,4,40070.0,10017.5
2021-05-28,2021,BMW 8 Series,Asia,India,Wholesale,4,30907.0,7726.75
2021-05-29,2021,BMW iX3,Asia,Thailand,Wholesale,3,104090.0,34696.67
2021-05-30,2021,BMW 5 Series,Asia,India,Wholesale,1,36387.0,36387.0
2021-05-30,2021,BMW M8,North America,Mexico,Wholesale,1,109428.0,109428.0
2021-05-30,2021,BMW M2,Africa,Kenya,Online,2,30393.0,15196.5
2021-05-30,2021,BMW M8,Asia,India,Online,1,52412.0,52412.0
2021-05-31,2021,BMW X1,Asia,Thailand,Dealership,2,73043.0,36521.5
2021-06-01,2021,BMW 8 Series,South America,Chile,Dealership,2,100135.0,50067.5
2021-06-02,2021,BMW 7 Series,Africa,Nigeria,Dealership,3,67874.0,22624.67
2021-06-02,2021,BMW 8 Series,Africa,Nigeria,Online,5,95355.0,19071.0
2021-06-02,2021,BMW iX,Asia,South Korea,Online,2,65851.0,32925.5
2021-06-03,2021,BMW 2 Series,Asia,India,Wholesale,2,85082.0,42541.0
2021-06-03,2021,BMW M2,Asia,China,Wholesale,3,71949.0,23983.0
2021-06-03,2021,BMW X1,Asia,China,Online,3,65867.0,21955.67
2021-06-03,2021,BMW 6 Series,Africa,Morocco,Online,1,112901.0,112901.0
2021-06-03,2021,BMW X1,Asia,Thailand,Wholesale,4,36377.0,9094.25
2021-06-04,2021,BMW X3,Asia,China,Wholesale,2,72028.0,36014.0
2021-06-04,2021,BMW 3 Series,Asia,India,Dealership,5,92993.0,18598.6
2021-06-06,2021,BMW M2,Asia,Thailand,Online,3,72668.0,24222.67
2021-06-06,2021,BMW X3,North America,United States,Online,2,82485.0,41242.5
2021-06-06,2021,BMW M4,South America,Colombia,Online,1,75602.0,75602.0
2021-06-07,2021,BMW iX3,Europe,Italy,Wholesale,1,33770.0,33770.0
2021-06-07,2021,BMW iX3,South America,Chile,Dealership,3,59974.0,19991.33
2021-06-09,2021,BMW X1,Africa,Nigeria,Online,5,40273.0,8054.6
2021-06-09,2021,BMW Z4,Asia,India,Online,5,48638.0,9727.6
2021-06-09,2021,BMW M5,Africa,Nigeria,Wholesale,3,89701.0,29900.33
2021-06-09,2021,BMW X7,South America,Argentina,Dealership,1,64319.0,64319.0
2021-06-10,2021,BMW X5,Asia,China,Online,4,63025.0,15756.25
2021-06-10,2021,BMW i8,Africa,Morocco,Wholesale,2,40856.0,20428.0
2021-06-11,2021,BMW 7 Series,Africa,South Africa,Dealership,2,105204.0,52602.0
2021-06-11,2021,BMW X7,South America,Chile,Wholesale,1,105018.0,105018.0
2021-06-11,2021,BMW i3,Europe,Italy,Dealership,1,99401.0,99401.0
2021-06-11,2021,BMW M3,North America,Mexico,Online,2,54002.0,27001.0
2021-06-12,2021,BMW X3,North America,Mexico,Dealership,2,63488.0,31744.0
2021-06-12,2021,BMW M5,North America,United States,Dealership,1,115223.0,115223.0
2021-06-12,2021,BMW M3,South America,Colombia,Dealership,2,68822.0,34411.0
2021-06-12,2021,BMW iX3,Africa,Morocco,Dealership,4,103465.0,25866.25
2021-06-13,2021,BMW X6,North America,Mexico,Wholesale,4,107195.0,26798.75
2021-06-13,2021,BMW 3 Series,Africa,South Africa,Wholesale,3,45120.0,15040.0
2021-06-14,2021,BMW 1 Series,Asia,China,Wholesale,4,90673.0,22668.25
2021-06-15,2021,BMW X5,Africa,Morocco,Dealership,2,112895.0,56447.5
2021-06-15,2021,BMW X6,North America,United States,Dealership,5,43607.0,8721.4
2021-06-15,2021,BMW 4 Series,Africa,Kenya,Wholesale,5,51169.0,10233.8
2021-06-15,2021,BMW 7 Series,Africa,Kenya,Wholesale,3,90820.0,30273.33
2021-06-15,2021,BMW M4,South America,Chile,Online,1,61238.0,61238.0
2021-06-15,2021,BMW 6 Series,Europe,Italy,Dealership,3,57944.0,19314.67
2021-06-15,2021,BMW X5,Africa,Egypt,Dealership,1,86366.0,86366.0
2021-06-15,2021,BMW X4,Africa,South Africa,Online,5,30544.0,6108.8
2021-06-16,2021,BMW i8,South America,Peru,Wholesale,3,31713.0,10571.0
2021-06-16,2021,BMW 7 Series,North America,Mexico,Online,3,113375.0,37791.67
2021-06-16,2021,BMW 7 Series,South America,Chile,Dealership,2,66277.0,33138.5
2021-06-16,2021,BMW M8,Africa,South Africa,Wholesale,4,107167.0,26791.75
2021-06-16,2021,BMW X2,Asia,India,Wholesale,5,83662.0,16732.4
2021-06-17,2021,BMW X4,Asia,Thailand,Online,5,101889.0,20377.8
2021-06-17,2021,BMW X5,North America,United States,Dealership,2,94046.0,47023.0
2021-06-19,2021,BMW X5,South America,Chile,Dealership,1,109091.0,109091.0
2021-06-19,2021,BMW M5,Asia,China,Dealership,4,39319.0,9829.75
2021-06-19,2021,BMW X6,Asia,Thailand,Dealership,5,53990.0,10798.0
2021-06-19,2021,BMW M8,Europe,Italy,Online,1,90035.0,90035.0
2021-06-19,2021,BMW M5,North America,United States,Dealership,4,53855.0,13463.75
2021-06-20,2021,BMW iX,North America,Mexico,Dealership,1,61063.0,61063.0
2021-06-20,2021,BMW X4,North America,United States,Online,2,62716.0,31358.0
2021-06-21,2021,BMW X4,South America,Argentina,Wholesale,1,54489.0,54489.0
2021-06-21,2021,BMW Z4,Africa,Kenya,Online,5,117579.0,23515.8
2021-06-21,2021,BMW X5,Europe,Spain,Wholesale,1,61279.0,61279.0
2021-06-21,2021,BMW X7,Africa,Morocco,Dealership,1,93853.0,93853.0
2021-06-22,2021,BMW X1,Europe,France,Online,4,63043.0,15760.75
2021-06-22,2021,BMW M3,Africa,South Africa,Dealership,2,31198.0,15599.0
2021-06-22,2021,BMW iX3,Africa,Morocco,Online,2,76435.0,38217.5
2021-06-22,2021,BMW Z4,Africa,Nigeria,Dealership,2,72707.0,36353.5
2021-06-22,2021,BMW 1 Series,Europe,Spain,Dealership,5,59738.0,11947.6
2021-06-22,2021,BMW X3,Africa,Kenya,Online,2,58299.0,29149.5
2021-06-22,2021,BMW 3 Series,Europe,Germany,Dealership,1,102277.0,102277.0
2021-06-23,2021,BMW 4 Series,Asia,South Korea,Online,1,64920.0,64920.0
2021-06-23,2021,BMW 1 Series,Asia,China,Wholesale,4,35403.0,8850.75
2021-06-24,2021,BMW X2,South America,Chile,Dealership,5,31473.0,6294.6
2021-06-24,2021,BMW 2 Series,North America,Mexico,Dealership,3,34666.0,11555.33
2021-06-24,2021,BMW iX,Africa,Nigeria,Dealership,2,47946.0,23973.0
2021-06-24,2021,BMW 7 Series,Africa,Egypt,Wholesale,4,63469.0,15867.25
2021-06-25,2021,BMW X1,Africa,Kenya,Wholesale,3,108347.0,36115.67
2021-06-26,2021,BMW M2,Europe,Spain,Online,5,41036.0,8207.2
2021-06-26,2021,BMW M4,Europe,Germany,Online,3,44837.0,14945.67
2021-06-28,2021,BMW i8,Europe,Spain,Dealership,5,48616.0,9723.2
2021-06-28,2021,BMW X1,Africa,Nigeria,Dealership,1,96572.0,96572.0
2021-06-29,2021,BMW X6,Europe,Spain,Dealership,2,34225.0,17112.5
2021-06-29,2021,BMW Z4,Asia,China,Dealership,3,54051.0,18017.0
2021-06-29,2021,BMW X4,North America,United States,Online,1,67982.0,67982.0
2021-06-29,2021,BMW 3 Series,South America,Colombia,Wholesale,5,52706.0,10541.2
2021-06-30,2021,BMW X3,Europe,France,Wholesale,3,41891.0,13963.67
2021-06-30,2021,BMW X1,Africa,Kenya,Online,3,46564.0,15521.33
2021-07-01,2021,BMW X1,Europe,France,Wholesale,2,64462.0,32231.0
2021-07-01,2021,BMW 5 Series,South America,Argentina,Online,3,103606.0,34535.33
2021-07-02,2021,BMW 5 Series,Africa,Kenya,Wholesale,4,50846.0,12711.5
2021-07-02,2021,BMW i8,Africa,Egypt,Online,5,103085.0,20617.0
2021-07-02,2021,BMW 1 Series,Asia,Japan,Wholesale,3,46756.0,15585.33
2021-07-03,2021,BMW M8,North America,United States,Wholesale,1,65059.0,65059.0
2021-07-03,2021,BMW X7,Africa,Egypt,Wholesale,5,87782.0,17556.4
2021-07-03,2021,BMW X1,North America,Mexico,Online,3,55568.0,18522.67
2021-07-03,2021,BMW M8,North America,Mexico,Online,2,51943.0,25971.5
2021-07-03,2021,BMW 8 Series,Asia,India,Wholesale,2,105604.0,52802.0
2021-07-04,2021,BMW i8,Europe,United Kingdom,Wholesale,1,90126.0,90126.0
2021-07-04,2021,BMW 4 Series,Asia,Thailand,Wholesale,1,69214.0,69214.0
2021-07-05,2021,BMW 2 Series,Africa,Morocco,Dealership,3,49318.0,16439.33
2021-07-05,2021,BMW i8,North America,United States,Wholesale,1,90646.0,90646.0
2021-07-05,2021,BMW 2 Series,South America,Brazil,Dealership,1,96358.0,96358.0
2021-07-05,2021,BMW M4,North America,United States,Wholesale,2,90910.0,45455.0
2021-07-05,2021,BMW 2 Series,North America,Mexico,Online,1,54118.0,54118.0
2021-07-06,2021,BMW M5,South America,Colombia,Dealership,2,73671.0,36835.5
2021-07-06,2021,BMW X4,Africa,South Africa,Dealership,3,64253.0,21417.67
2021-07-07,2021,BMW i8,Africa,Nigeria,Wholesale,1,53039.0,53039.0
2021-07-07,2021,BMW 8 Series,Europe,France,Online,3,44017.0,14672.33
2021-07-08,2021,BMW M4,Asia,Japan,Online,4,64482.0,16120.5
2021-07-09,2021,BMW X1,Europe,France,Wholesale,1,103528.0,103528.0
2021-07-09,2021,BMW M5,South America,Brazil,Wholesale,1,63083.0,63083.0
2021-07-10,2021,BMW X3,Africa,Kenya,Online,2,67315.0,33657.5
2021-07-10,2021,BMW i3,South America,Colombia,Online,4,50353.0,12588.25
2021-07-10,2021,BMW X7,Europe,Spain,Online,4,119007.0,29751.75
2021-07-11,2021,BMW X3,Europe,France,Online,4,39201.0,9800.25
2021-07-11,2021,BMW X6,North America,Canada,Online,5,79354.0,15870.8
2021-07-12,2021,BMW X4,South America,Peru,Dealership,1,110312.0,110312.0
2021-07-12,2021,BMW 5 Series,Europe,Germany,Online,2,69459.0,34729.5
2021-07-12,2021,BMW X2,South America,Brazil,Online,2,77553.0,38776.5
2021-07-13,2021,BMW X7,South America,Colombia,Dealership,2,98324.0,49162.0
2021-07-13,2021,BMW X6,Europe,Italy,Online,1,37799.0,37799.0
2021-07-13,2021,BMW 1 Series,Asia,China,Dealership,1,112563.0,112563.0
2021-07-13,2021,BMW X4,Asia,South Korea,Dealership,5,105475.0,21095.0
2021-07-13,2021,BMW X3,Europe,Spain,Online,2,119779.0,59889.5
2021-07-13,2021,BMW X7,Africa,South Africa,Online,2,105997.0,52998.5
2021-07-13,2021,BMW M8,Africa,Egypt,Wholesale,5,115134.0,23026.8
2021-07-14,2021,BMW 7 Series,North America,Mexico,Online,2,63033.0,31516.5
2021-07-14,2021,BMW i4,South America,Colombia,Wholesale,2,92093.0,46046.5
2021-07-14,2021,BMW i3,Europe,France,Wholesale,5,30093.0,6018.6
2021-07-15,2021,BMW iX3,North America,Mexico,Dealership,1,92323.0,92323.0
2021-07-15,2021,BMW iX3,Asia,Thailand,Online,3,32704.0,10901.33
2021-07-15,2021,BMW X7,Africa,Nigeria,Online,1,47585.0,47585.0
2021-07-16,2021,BMW X3,Europe,Spain,Online,4,42202.0,10550.5
2021-07-16,2021,BMW X4,South America,Peru,Wholesale,4,119074.0,29768.5
2021-07-16,2021,BMW 7 Series,Europe,Italy,Dealership,3,88451.0,29483.67
2021-07-18,2021,BMW 5 Series,Asia,South Korea,Wholesale,5,41055.0,8211.0
2021-07-18,2021,BMW X2,North America,United States,Wholesale,4,115930.0,28982.5
2021-07-18,2021,BMW 3 Series,Asia,Thailand,Wholesale,5,54227.0,10845.4
2021-07-19,2021,BMW Z4,Europe,Italy,Wholesale,5,53763.0,10752.6
2021-07-19,2021,BMW M3,Africa,South Africa,Online,1,84093.0,84093.0
2021-07-19,2021,BMW 3 Series,Africa,Nigeria,Online,5,66189.0,13237.8
2021-07-20,2021,BMW X2,Africa,South Africa,Online,3,101227.0,33742.33
2021-07-20,2021,BMW 1 Series,South America,Colombia,Online,1,110266.0,110266.0
2021-07-21,2021,BMW M5,Africa,Kenya,Wholesale,3,30036.0,10012.0
2021-07-21,2021,BMW X2,Asia,South Korea,Online,5,55545.0,11109.0
2021-07-21,2021,BMW 7 Series,Europe,Germany,Dealership,4,41170.0,10292.5
2021-07-22,2021,BMW X1,North America,Canada,Wholesale,2,46090.0,23045.0
2021-07-22,2021,BMW Z4,Europe,Spain,Online,2,50762.0,25381.0
2021-07-22,2021,BMW 6 Series,Asia,South Korea,Online,5,37430.0,7486.0
2021-07-22,2021,BMW M4,Europe,Germany,Wholesale,3,68918.0,22972.67
2021-07-23,2021,BMW M2,Africa,Nigeria,Dealership,4,96798.0,24199.5
2021-07-24,2021,BMW X1,South America,Brazil,Online,3,71541.0,23847.0
2021-07-24,2021,BMW 1 Series,Asia,Japan,Dealership,4,110174.0,27543.5
2021-07-26,2021,BMW M8,South America,Chile,Dealership,1,85092.0,85092.0
2021-07-26,2021,BMW 6 Series,Africa,Kenya,Online,5,79179.0,15835.8
2021-07-27,2021,BMW X5,South America,Argentina,Dealership,1,57677.0,57677.0
2021-07-27,2021,BMW X6,North America,United States,Dealership,2,40298.0,20149.0
2021-07-27,2021,BMW 7 Series,North America,Canada,Wholesale,5,59572.0,11914.4
2021-07-27,2021,BMW X6,Europe,France,Wholesale,1,107831.0,107831.0
2021-07-28,2021,BMW M8,Europe,United Kingdom,Dealership,2,64563.0,32281.5
2021-07-29,2021,BMW X5,Europe,Italy,Wholesale,1,54045.0,54045.0
2021-07-30,2021,BMW X3,Europe,France,Online,5,93654.0,18730.8
2021-07-30,2021,BMW X6,Africa,Morocco,Wholesale,1,55836.0,55836.0
2021-07-30,2021,BMW X6,Europe,France,Dealership,5,56508.0,11301.6
2021-07-31,2021,BMW X6,Europe,United Kingdom,Dealership,1,94668.0,94668.0
2021-07-31,2021,BMW M4,South America,Argentina,Dealership,1,41282.0,41282.0
2021-07-31,2021,BMW 4 Series,Europe,United Kingdom,Online,4,51198.0,12799.5
2021-08-01,2021,BMW M2,South America,Brazil,Dealership,1,114614.0,114614.0
2021-08-01,2021,BMW X6,South America,Brazil,Dealership,4,118295.0,29573.75
2021-08-01,2021,BMW X2,South America,Colombia,Online,2,46257.0,23128.5
2021-08-01,2021,BMW iX3,Asia,South Korea,Dealership,5,38308.0,7661.6
2021-08-02,2021,BMW 4 Series,Asia,India,Dealership,3,90951.0,30317.0
2021-08-02,2021,BMW iX3,Asia,Japan,Dealership,2,72973.0,36486.5
2021-08-02,2021,BMW 5 Series,Europe,Italy,Wholesale,5,74782.0,14956.4
2021-08-03,2021,BMW 1 Series,Asia,Japan,Wholesale,1,72774.0,72774.0
2021-08-03,2021,BMW i8,Europe,France,Dealership,2,77611.0,38805.5
2021-08-03,2021,BMW iX3,South America,Brazil,Dealership,1,63779.0,63779.0
2021-08-03,2021,BMW 3 Series,North America,United States,Online,2,74156.0,37078.0
2021-08-03,2021,BMW 7 Series,Asia,Thailand,Wholesale,2,110808.0,55404.0
2021-08-05,2021,BMW X3,North America,United States,Wholesale,1,60158.0,60158.0
2021-08-05,2021,BMW X2,South America,Peru,Wholesale,2,77346.0,38673.0
2021-08-05,2021,BMW 6 Series,North America,United States,Wholesale,3,70542.0,23514.0
2021-08-05,2021,BMW 2 Series,Europe,Spain,Dealership,3,100015.0,33338.33
2021-08-05,2021,BMW X5,Asia,Thailand,Dealership,4,103230.0,25807.5
2021-08-06,2021,BMW X5,North America,United States,Wholesale,4,75991.0,18997.75
2021-08-06,2021,BMW 8 Series,North America,Canada,Dealership,1,114320.0,114320.0
2021-08-06,2021,BMW M4,Africa,Egypt,Wholesale,2,71128.0,35564.0
2021-08-07,2021,BMW X6,Asia,Thailand,Online,3,98541.0,32847.0
2021-08-07,2021,BMW 4 Series,Asia,India,Online,5,69766.0,13953.2
2021-08-07,2021,BMW M2,Europe,Italy,Online,4,98876.0,24719.0
2021-08-07,2021,BMW 3 Series,South America,Chile,Online,5,33864.0,6772.8
2021-08-08,2021,BMW i3,Africa,Nigeria,Dealership,5,118660.0,23732.0
2021-08-08,2021,BMW iX3,Africa,Morocco,Online,3,85951.0,28650.33
2021-08-08,2021,BMW X4,Asia,China,Dealership,3,73969.0,24656.33
2021-08-09,2021,BMW i8,North America,Mexico,Dealership,3,104836.0,34945.33
2021-08-09,2021,BMW 2 Series,South America,Peru,Wholesale,5,39156.0,7831.2
2021-08-09,2021,BMW X7,Africa,Morocco,Online,1,83749.0,83749.0
2021-08-10,2021,BMW 3 Series,South America,Chile,Online,3,96024.0,32008.0
2021-08-11,2021,BMW 2 Series,Europe,Italy,Online,5,47538.0,9507.6
2021-08-11,2021,BMW M5,Africa,Nigeria,Dealership,3,53007.0,17669.0
2021-08-11,2021,BMW 7 Series,Europe,United Kingdom,Online,1,57700.0,57700.0
2021-08-11,2021,BMW X2,North America,Mexico,Online,3,91572.0,30524.0
2021-08-11,2021,BMW X7,Europe,United Kingdom,Dealership,3,52254.0,17418.0
2021-08-11,2021,BMW M4,North America,Mexico,Wholesale,3,46306.0,15435.33
2021-08-11,2021,BMW 6 Series,North America,Mexico,Online,4,57488.0,14372.0
2021-08-12,2021,BMW iX,South America,Argentina,Online,5,115054.0,23010.8
2021-08-12,2021,BMW X1,Africa,Kenya,Dealership,4,103040.0,25760.0
2021-08-12,2021,BMW M8,Europe,Spain,Online,1,112946.0,112946.0
2021-08-13,2021,BMW 7 Series,Europe,Spain,Online,5,66389.0,13277.8
2021-08-14,2021,BMW X7,Europe,Spain,Dealership,2,115783.0,57891.5
2021-08-14,2021,BMW 8 Series,South America,Peru,Dealership,4,31943.0,7985.75
2021-08-14,2021,BMW iX3,South America,Peru,Wholesale,4,93572.0,23393.0
2021-08-14,2021,BMW 3 Series,Africa,Egypt,Dealership,2,84004.0,42002.0
2021-08-15,2021,BMW 8 Series,Europe,Germany,Online,5,59495.0,11899.0
2021-08-15,2021,BMW 7 Series,Africa,Nigeria,Wholesale,5,39593.0,7918.6
2021-08-15,2021,BMW 1 Series,Africa,South Africa,Online,4,32673.0,8168.25
2021-08-15,2021,BMW M3,South America,Colombia,Online,5,41721.0,8344.2
2021-08-16,2021,BMW X1,Africa,Nigeria,Wholesale,3,104327.0,34775.67
2021-08-16,2021,BMW X5,Europe,France,Online,2,43102.0,21551.0
2021-08-16,2021,BMW iX,Africa,Nigeria,Wholesale,1,80135.0,80135.0
2021-08-16,2021,BMW iX3,Asia,India,Dealership,2,103803.0,51901.5
2021-08-16,2021,BMW iX,Europe,Italy,Wholesale,4,33140.0,8285.0
2021-08-16,2021,BMW i4,South America,Peru,Wholesale,2,90977.0,45488.5
2021-08-16,2021,BMW 1 Series,Africa,South Africa,Wholesale,5,106237.0,21247.4
2021-08-16,2021,BMW M4,South America,Colombia,Dealership,5,111079.0,22215.8
2021-08-17,2021,BMW M8,Asia,Thailand,Online,5,118576.0,23715.2
2021-08-17,2021,BMW 4 Series,North America,Mexico,Dealership,2,73183.0,36591.5
2021-08-17,2021,BMW 4 Series,Europe,Spain,Online,5,77510.0,15502.0
2021-08-18,2021,BMW M2,Africa,Egypt,Wholesale,1,86899.0,86899.0
2021-08-19,2021,BMW X3,Asia,China,Dealership,3,82236.0,27412.0
